DocId,phase,occupation,occupation_code,level,level_code,year,step,year_source,month,end,profile,position,Institution,sublevel,category_final,sector_code,Code,category_main,category,city,province_country,area,area2,area_code
imh-11-80,POST-US,academic,O1,Senior,L4,1908,2,1908,NA,1912,academic,Professor of Chemistry,Peking Government University,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-82,POST-US,academic,O1,Senior,L4,1914,5,NA,NA,1917,academic,Academician,Hanlin Academy,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-83,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,NA,academic,Teacher,Peking Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-88,POST-US,academic,O1,Executive,L5,1912,4,1912,NA,1913,academic,Dean,Peking Government Law School,Department of Economics and Finance,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-88,POST-US,academic,O1,Mid-level,L3,1913,5,1913,NA,NA,academic,Teacher,Peking Government Law School,NA,education,EDU,EDU,education,education: higher,Beijing,Hebei,Beijing-Tianjin,Beijing,N1
imh-11-222,POST-US,academic,O1,Executive,L5,1916,1,1916,NA,NA,academic,Dean,Nankai College,NA,education,EDU,EDU,education,education: higher,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-319,POST-US,academic,O1,Senior,L4,1912,1,1912,NA,1914,academic,Professor of Political Science and Economics,Peiyang University,NA,education,EDU,EDU,education,education: higher,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-319,POST-US,academic,O1,Top Executive,L6,1914,2,1914,NA,NA,academic,President,Peiyang University,NA,education,EDU,EDU,education,education: higher,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-89,POST-US,academic,O1,Mid-level,L3,1910,1,1910,NA,1911,academic,English Secretary,Peiyang University,NA,education,EDU,EDU,education,education: higher,Tianjin,Hebei,Beijing-Tianjin,Tianjin,N1
imh-11-254,POST-US,academic,O1,Top Executive,L6,1912,2,1912,NA,1913,academic,President,Tsinan Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Jinan,Shandong,Other,North-Northeast,N2
imh-11-284,POST-US,academic,O1,Mid-level,L3,1916,2,1916,NA,NA,academic,Teacher,Mukden Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Shengyang,Liaoning,Other,North-Northeast,N2
imh-11-390,POST-US,academic,O1,Senior,L4,1916,2,1916,NA,1917,academic,Professor of Law,Shansi University,NA,education,EDU,EDU,education,education: higher,Taiyuan,Shanxi,Other,North-Northeast,N2
imh-11-255,POST-US,academic,O1,Mid-level,L3,1901,2,1901,NA,1904,academic,Translator,Shansi University,NA,education,EDU,EDU,education,education: higher,NA,Shanxi,Other,North-Northeast,N2
imh-11-260,POST-US,academic,O1,Mid-level,L3,1916,1,1916,NA,NA,academic,Teacher,Shantung Agricultural College,NA,education,EDU,EDU,education,education: higher,NA,Shandong,Other,North-Northeast,N2
imh-11-255,POST-US,abroad,O7,Senior,L4,1911,6,1911,NA,NA,abroad,Undetermined,Chinese Educational Mission,NA,education,EDU,EDU,education,education: higher,"Washington, D.C.",United States,Abroad,America,O1
imh-11-318,POST-US,abroad,O7,Executive,L5,1915,5,1915,10,1916,abroad,Acting Director,Chinese Educational Mission,NA,education,EDU,EDU,education,education: higher,"Washington, D.C.",United States,Abroad,America,O1
imh-11-191,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,NA,academic,Teacher,Ying-Hua College,NA,education,EDU,EDU,education,education: higher,Hongkong,Hongkong,Abroad,Asia-Pacific,O2
imh-11-1,POST-US,academic,O1,Senior,L4,1914,1,1914,NA,1916,academic,Professor of Clinical Pathology and Dermatology,St. John's University,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-10,POST-US,academic,O1,Top Executive,L6,1914,3,1914,NA,1916,academic,Vice-President,Fu Tan College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-103,POST-US,academic,O1,Mid-level,L3,1911,2,1911,NA,NA,academic,Teacher of Psychology and Philosophy,Fu Tan College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-116,POST-US,academic,O1,Executive,L5,1910,3,1910,NA,1914,academic,Dean,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-118,POST-US,academic,O1,Executive,L5,1912,3,1912,NA,1913,academic,Dean,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-122,POST-US,academic,O1,Mid-level,L3,1914,1,1914,NA,1915,academic,Teacher,Pootung Academy,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-131,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,NA,academic,Teacher,Medhurst College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-135,POST-US,academic,O1,Executive,L5,1911,2,1910,NA,NA,academic,Principal,Kiangnan Provincial College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-135,POST-US,academic,O1,Mid-level,L3,1913,4,1910,NA,NA,academic,Teacher,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-142,POST-US,academic,O1,Executive,L5,1910,1,1910,NA,NA,academic,Dean,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-211,POST-US,academic,O1,Senior,L4,1912,2,1912,NA,1913,academic,Professor of Civil Engineering,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-213,POST-US,academic,O1,Senior,L4,1911,2,NA,NA,NA,academic,Professor of Chemistry and Physics,Fu Tan College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-213,POST-US,academic,O1,Senior,L4,1912,3,NA,NA,NA,academic,Professor of Chemistry and Geology,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-225,POST-US,academic,O1,Junior,L2,1915,1,1915,NA,NA,academic,Instructor,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-239,POST-US,academic,O1,Mid-level,L3,1914,2,1914,NA,NA,academic,Teacher,Shanghai Commercial College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-239,POST-US,academic,O1,Mid-level,L3,1915,5,1915,NA,NA,academic,Teacher,Soochow University,Law Department,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-254,POST-US,academic,O1,Mid-level,L3,1911,1,1911,NA,1912,academic,Teacher,Fu Tan College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-255,POST-US,academic,O1,Mid-level,L3,1897,1,1897,NA,1898,academic,Teacher,St. John's University,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-277,POST-US,academic,O1,Junior,L2,1912,2,1912,NA,NA,academic,Instructor in Civil Engineering,Nanyang College,Civil Engineering,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-280,POST-US,academic,O1,Junior,L2,1915,3,1915,NA,NA,academic,Instructor in English,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-31,POST-US,academic,O1,Mid-level,L3,1911,1,1911,NA,1912,academic,Teacher of Political Science,Kiangnan Provincial College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-318,POST-US,academic,O1,Mid-level,L3,1911,1,1911,NA,NA,academic,Teacher,Fu Tan College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-318,POST-US,academic,O1,Mid-level,L3,1912,3,1912,NA,1913,academic,Teacher,National Institute (Shanghai),NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-328,POST-US,academic,O1,Senior,L4,1913,2,1913,NA,1914,academic,Professor of Civil Engineering,St. John's University,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-337,POST-US,academic,O1,Mid-level,L3,1912,1,1912,NA,NA,academic,Teacher,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-337,POST-US,academic,O1,Mid-level,L3,1912,2,1912,NA,NA,academic,Teacher,Fu Tan College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-370,POST-US,academic,O1,Senior,L4,1912,3,1912,NA,NA,academic,Professor of Railway Engineering,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-381,POST-US,academic,O1,Mid-level,L3,1900,1,1900,NA,1907,academic,Teacher,St. John's University,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-41,POST-US,academic,O1,Mid-level,L3,1915,2,1915,NA,NA,academic,Teacher of Mathematics,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-42,POST-US,academic,O1,Mid-level,L3,1912,1,1912,NA,NA,academic,Chaplain,St. John's University,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-42,POST-US,academic,O1,Senior,L4,1912,2,1912,NA,NA,academic,Professor,St. John's University,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-51,POST-US,academic,O1,Mid-level,L3,1913,3,1913,NA,1915,academic,Teacher,Fu Tan College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-60,POST-US,academic,O1,Mid-level,L3,1908,1,1908,NA,1910,academic,Teacher,Liang-Kwang School of Languages,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-60,POST-US,academic,O1,Mid-level,L3,1908,2,1908,NA,1910,academic,Teacher,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-60,POST-US,academic,O1,Mid-level,L3,1910,3,1910,NA,1911,academic,Teacher,Fu Tan College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-63,POST-US,academic,O1,Mid-level,L3,1912,1,1912,NA,1913,academic,Teacher,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-64,POST-US,academic,O1,Executive,L5,1904,1,1917,NA,NA,academic,Dean,Fu Tan College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-64,POST-US,academic,O1,Top Executive,L6,1905,2,1904,NA,1917,academic,President,Fu Tan College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-73,POST-US,academic,O1,Senior,L4,1914,3,1913,NA,NA,academic,Professor,Fu Tan College,Government Polytechnic Institute,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-85,POST-US,academic,O1,Mid-level,L3,1914,2,1914,NA,1915,academic,Teacher of English,Nanyang College,NA,education,EDU,EDU,education,education: higher,Shanghai,Jiangsu,Shanghai-Guangzhou,Shanghai,S1
imh-11-119,POST-US,academic,O1,Mid-level,L3,1913,1,1913,NA,1914,academic,Teacher,Kwangtung College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-119,POST-US,academic,O1,Mid-level,L3,1914,2,1914,NA,NA,academic,Teacher of Mathematics,Canton Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-121,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,NA,academic,Teacher of Economics and English,Canton Christian College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-160,POST-US,academic,O1,Top Executive,L6,1912,1,1912,NA,1914,academic,President,Kwangtung Provincial College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-189,POST-US,academic,O1,Senior,L4,1915,3,1915,NA,1916,academic,Board member,Kwangtung College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-189,POST-US,academic,O1,Top Executive,L6,1915,4,1915,NA,1916,academic,President,Kwangtung College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-198,POST-US,academic,O1,Junior,L2,1914,1,1914,NA,1915,academic,Instructor,Canton Christian College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-249,POST-US,academic,O1,Top Executive,L6,1915,8,1915,NA,NA,academic,President,Kwangtung College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-251,POST-US,academic,O1,Mid-level,L3,1914,1,1914,NA,NA,academic,Teacher,Canton Christian College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-275,POST-US,academic,O1,Senior,L4,1913,1,1913,NA,1915,academic,Professor of Education,Canton Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-320,POST-US,academic,O1,Mid-level,L3,1915,1,1915,NA,NA,academic,Teacher,Canton Christian College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-326,POST-US,academic,O1,Executive,L5,1916,1,1916,NA,NA,academic,Acting Principal,Canton Christian College,Girls' Middle School,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-336,POST-US,academic,O1,Executive,L5,1906,2,1905,NA,1911,academic,Dean,Canton Military Medical College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-363,POST-US,academic,O1,Mid-level,L3,1906,1,1906,NA,1908,academic,Teacher of English,Canton College of Languages,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-363,POST-US,academic,O1,Mid-level,L3,1907,2,1907,NA,1908,academic,Teacher of English,Liangkwang College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-365,POST-US,academic,O1,Junior,L2,1913,1,1913,NA,1917,academic,Instructor,Canton Government Law School,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-383,POST-US,academic,O1,Junior,L2,1912,1,1912,NA,NA,academic,Instructor,Canton Christian College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-383,POST-US,academic,O1,Mid-level,L3,1916,2,1916,NA,NA,academic,Editor,Canton Christian College Magazine,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-385,POST-US,academic,O1,Junior,L2,1914,4,1914,NA,NA,academic,Instructor in Law and Political Science,Kwangtung Provincial College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-385,POST-US,academic,O1,Executive,L5,1914,5,1914,NA,NA,academic,Board chairman,Kwangtung Provincial College,Board of directors,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-391,POST-US,academic,O1,Mid-level,L3,1916,1,1916,NA,NA,academic,Teacher,Canton Christian College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-4,POST-US,academic,O1,Mid-level,L3,1889,3,1889,NA,1905,academic,Teacher,Canton Telegraph School,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-58,POST-US,academic,O1,Top Executive,L6,1912,1,1912,NA,NA,academic,President,Pearle River Academy,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-61,POST-US,academic,O1,Senior,L4,1915,3,1915,NA,NA,academic,Professor of Bacteriology and Pathology,Kung Yee Medical College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-61,POST-US,academic,O1,Senior,L4,1916,4,1916,NA,NA,academic,Professor of Histology,Hackett Medical College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-66,POST-US,academic,O1,Mid-level,L3,1914,1,1914,NA,NA,academic,Teacher,Canton Government Teachers' College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-74,POST-US,academic,O1,Senior,L4,1909,1,1909,NA,1913,academic,Professor,Canton University Medical School,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-84,POST-US,academic,O1,Mid-level,L3,1913,1,1913,NA,NA,academic,Teacher,Kwang Wah Medical College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-84,POST-US,academic,O1,Mid-level,L3,1914,2,1913,NA,1914,academic,Teacher,Kung Yee Medical College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-84,POST-US,academic,O1,Top Executive,L6,1915,3,1914,NA,1915,academic,President,Wai Wah Medical College,NA,education,EDU,EDU,education,education: higher,Guangzhou,Guangdong,Shanghai-Guangzhou,Guangzhou,S2
imh-11-13,POST-US,academic,O1,Mid-level,L3,1912,1,1912,NA,1914,academic,Teacher in Economics,Anglo-Chinese College (Fuzhou),NA,education,EDU,EDU,education,education: higher,Fuzhou,Fujian,Other,Jiangnan,S3
imh-11-80,POST-US,academic,O1,Mid-level,L3,1907,1,1907,NA,NA,academic,Teacher,Fukien Provincial College,NA,education,EDU,EDU,education,education: higher,Fuzhou,Fujian,Other,Jiangnan,S3
imh-11-170,POST-US,academic,O1,Junior,L2,1916,4,1915,NA,NA,academic,Instructor in English,Wayland Academy,NA,education,EDU,EDU,education,education: higher,Hangzhou,Zhejiang,Other,Jiangnan,S3
imh-11-170,POST-US,academic,O1,Executive,L5,1916,5,1915,NA,NA,academic,Dean,Wayland Academy,NA,education,EDU,EDU,education,education: higher,Hangzhou,Zhejiang,Other,Jiangnan,S3
